[INFO] [1729841064.144006]: Waiting for sensor data...
[INFO] [1729841064.244368]: Calculated Dynamic CoM: x=2.89238493949, y=-1.01996310458, z=25.7778714632
[INFO] [1729841064.244614]: Projected CoM on the ground: x=2.89238493949, y=-1.01996310458, z=0
[INFO] [1729841064.244772]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841064.244903]: Calculated Dynamic ZMP: x=3.83521905134, y=-1.05523882934
[INFO] [1729841064.245130]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841064.344302]: Calculated Dynamic CoM: x=2.76789495967, y=-1.02198813661, z=25.7888653138
[INFO] [1729841064.344613]: Projected CoM on the ground: x=2.76789495967, y=-1.02198813661, z=0
[INFO] [1729841064.344800]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841064.344973]: Calculated Dynamic ZMP: x=3.66969314233, y=-1.06567950175
[INFO] [1729841064.345193]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841064.444238]: Calculated Dynamic CoM: x=2.61712085922, y=-1.0192661616, z=25.8077119441
[INFO] [1729841064.444554]: Projected CoM on the ground: x=2.61712085922, y=-1.0192661616, z=0
[INFO] [1729841064.444740]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841064.444907]: Calculated Dynamic ZMP: x=3.46849370576, y=-1.05771932925
[INFO] [1729841064.445141]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841064.544366]: Calculated Dynamic CoM: x=2.65501687964, y=-1.03178702257, z=25.8116774144
[INFO] [1729841064.544702]: Projected CoM on the ground: x=2.65501687964, y=-1.03178702257, z=0
[INFO] [1729841064.544939]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841064.545124]: Calculated Dynamic ZMP: x=3.52725082938, y=-1.10949341612
[INFO] [1729841064.545394]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841064.644289]: Calculated Dynamic CoM: x=2.96086038943, y=-1.34328845157, z=25.7859708304
[INFO] [1729841064.644590]: Projected CoM on the ground: x=2.96086038943, y=-1.34328845157, z=0
[INFO] [1729841064.644781]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841064.644951]: Calculated Dynamic ZMP: x=3.94031441348, y=-2.24351431232
[INFO] [1729841064.645185]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841064.744263]: Calculated Dynamic CoM: x=2.33435404315, y=-0.936717321128, z=25.8681470161
[INFO] [1729841064.744573]: Projected CoM on the ground: x=2.33435404315, y=-0.936717321128, z=0
[INFO] [1729841064.744768]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841064.744938]: Calculated Dynamic ZMP: x=2.81102584993, y=-0.766972834782
[INFO] [1729841064.745169]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841064.844256]: Calculated Dynamic CoM: x=2.69581652484, y=-0.480910382398, z=25.8665394194
[INFO] [1729841064.844540]: Projected CoM on the ground: x=2.69581652484, y=-0.480910382398, z=0
[INFO] [1729841064.844755]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841064.844935]: Calculated Dynamic ZMP: x=3.44533563205, y=1.03507419354
[INFO] [1729841064.845180]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841064.944262]: Calculated Dynamic CoM: x=4.4655985858, y=-0.209422580047, z=25.619040414
[INFO] [1729841064.944560]: Projected CoM on the ground: x=4.4655985858, y=-0.209422580047, z=0
[INFO] [1729841064.944750]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841064.944917]: Calculated Dynamic ZMP: x=5.94119202924, y=1.35071761142
[INFO] [1729841064.945147]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841065.044240]: Calculated Dynamic CoM: x=0.0521758871195, y=-1.00049624547, z=25.9893806638
[INFO] [1729841065.044543]: Projected CoM on the ground: x=0.0521758871195, y=-1.00049624547, z=0
[INFO] [1729841065.044734]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841065.044902]: Calculated Dynamic ZMP: x=0.0462870352053, y=-0.629566203492
[INFO] [1729841065.045154]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841065.144244]: Calculated Dynamic CoM: x=-2.12874746775, y=-0.645288811447, z=25.9059678045
[INFO] [1729841065.144556]: Projected CoM on the ground: x=-2.12874746775, y=-0.645288811447, z=0
[INFO] [1729841065.144750]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841065.145149]: Calculated Dynamic ZMP: x=-2.86686130368, y=-2.29700903583
[INFO] [1729841065.145631]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841065.245318]: Calculated Dynamic CoM: x=4.60294148266, y=-1.42870941685, z=25.5455027238
[INFO] [1729841065.245645]: Projected CoM on the ground: x=4.60294148266, y=-1.42870941685, z=0
[INFO] [1729841065.245863]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841065.246126]: Calculated Dynamic ZMP: x=6.33965956663, y=-2.26952594944
[INFO] [1729841065.246414]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841065.344305]: Calculated Dynamic CoM: x=-1.0407726629, y=-0.924828288734, z=25.9598500979
[INFO] [1729841065.344679]: Projected CoM on the ground: x=-1.0407726629, y=-0.924828288734, z=0
[INFO] [1729841065.344907]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841065.345105]: Calculated Dynamic ZMP: x=-1.290608528, y=-1.41167246718
[INFO] [1729841065.345780]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841065.444364]: Calculated Dynamic CoM: x=0.364330177502, y=-1.0208027035, z=25.9668172715
[INFO] [1729841065.444669]: Projected CoM on the ground: x=0.364330177502, y=-1.0208027035, z=0
[INFO] [1729841065.444836]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841065.445033]: Calculated Dynamic ZMP: x=0.517838536988, y=-1.45967053067
[INFO] [1729841065.445258]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841065.544365]: Calculated Dynamic CoM: x=4.91242996708, y=-0.0984682482248, z=25.515694512
[INFO] [1729841065.544648]: Projected CoM on the ground: x=4.91242996708, y=-0.0984682482248, z=0
[INFO] [1729841065.544807]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841065.544958]: Calculated Dynamic ZMP: x=6.3934257407, y=1.36537800157
[INFO] [1729841065.545171]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841065.644239]: Calculated Dynamic CoM: x=1.96898178627, y=-0.771935985639, z=25.9020152038
[INFO] [1729841065.644545]: Projected CoM on the ground: x=1.96898178627, y=-0.771935985639, z=0
[INFO] [1729841065.644736]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841065.644878]: Calculated Dynamic ZMP: x=2.45126595973, y=0.0540374841798
[INFO] [1729841065.645075]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729841065.744253]: Calculated Dynamic CoM: x=2.25315938772, y=-1.42453806613, z=25.8561358127
[INFO] [1729841065.744555]: Projected CoM on the ground: x=2.25315938772, y=-1.42453806613, z=0
[INFO] [1729841065.744767]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841065.744945]: Calculated Dynamic ZMP: x=3.08759193229, y=-2.95351380252
[INFO] [1729841065.745181]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729841065.844265]: Calculated Dynamic CoM: x=4.43439658858, y=-1.42577885933, z=25.5698474897
[INFO] [1729841065.844575]: Projected CoM on the ground: x=4.43439658858, y=-1.42577885933, z=0
[INFO] [1729841065.844833]: Calculated Moments: Mx=0.6037074, My=0.9282001275
[INFO] [1729841065.845017]: Calculated Dynamic ZMP: x=6.11384722642, y=-2.29488756988
