[INFO] [1729842179.305502]: Waiting for sensor data...
[INFO] [1729842179.406651]: Calculated Dynamic CoM: x=9.01158919489, y=-0.94827326339, z=40.953687472
[INFO] [1729842179.406859]: Projected CoM on the ground: x=9.01158919489, y=-0.94827326339, z=0
[INFO] [1729842179.406987]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729842179.407098]: Calculated Dynamic ZMP: x=28.8422308612, y=29.2133006117
[INFO] [1729842179.407273]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729842179.506840]: Calculated Dynamic CoM: x=12.4188655499, y=0.112558732312, z=40.0979840995
[INFO] [1729842179.507143]: Projected CoM on the ground: x=12.4188655499, y=0.112558732312, z=0
[INFO] [1729842179.507352]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729842179.507536]: Calculated Dynamic ZMP: x=50.0537674059, y=39.5814209997
[INFO] [1729842179.507811]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729842179.607081]: Calculated Dynamic CoM: x=11.5606202448, y=-0.169747802717, z=40.4152180243
[INFO] [1729842179.607408]: Projected CoM on the ground: x=11.5606202448, y=-0.169747802717, z=0
[INFO] [1729842179.607634]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729842179.607836]: Calculated Dynamic ZMP: x=45.5135134163, y=38.2941653817
[INFO] [1729842179.608118]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729842179.707051]: Calculated Dynamic CoM: x=6.35682345572, y=-3.39088626867, z=41.4539427778
[INFO] [1729842179.707505]: Projected CoM on the ground: x=6.35682345572, y=-3.39088626867, z=0
[INFO] [1729842179.707743]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729842179.707899]: Calculated Dynamic ZMP: x=17.1900805417, y=-52.6560228916
[INFO] [1729842179.708185]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729842179.807129]: Calculated Dynamic CoM: x=4.68575256901, y=-2.94789240786, z=41.7587185949
[INFO] [1729842179.807449]: Projected CoM on the ground: x=4.68575256901, y=-2.94789240786, z=0
[INFO] [1729842179.807639]: Calculated Moments: Mx=0.0331578, My=0.0509801175
[INFO] [1729842179.807801]: Calculated Dynamic ZMP: x=4.33066109121, y=-48.7128568065
