[INFO] [1729576646.014132]: Waiting for sensor data...
[INFO] [1729576646.115336]: Calculated Dynamic CoM: x=2.8804118793, y=-2.35292081753, z=42.0237904441
[INFO] [1729576646.115666]: Projected CoM on the ground: x=2.8804118793, y=-2.35292081753, z=0
[INFO] [1729576646.115833]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576646.115971]: Calculated Dynamic ZMP: x=1.38005594168, y=-4.76445638144
[INFO] [1729576646.116186]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576646.215230]: Calculated Dynamic CoM: x=9.27611621401, y=-2.61687779415, z=41.1213314845
[INFO] [1729576646.215532]: Projected CoM on the ground: x=9.27611621401, y=-2.61687779415, z=0
[INFO] [1729576646.215726]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576646.215893]: Calculated Dynamic ZMP: x=12.9341815462, y=-4.44620059967
[INFO] [1729576646.216138]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576646.315257]: Calculated Dynamic CoM: x=0.695660611605, y=-2.03522665174, z=42.2231231612
[INFO] [1729576646.315572]: Projected CoM on the ground: x=0.695660611605, y=-2.03522665174, z=0
[INFO] [1729576646.315742]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576646.315886]: Calculated Dynamic ZMP: x=-5.31904004443, y=7.30139730683
[INFO] [1729576646.316094]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576646.415506]: Calculated Dynamic CoM: x=15.555478913, y=1.51359216948, z=39.3223566981
[INFO] [1729576646.415791]: Projected CoM on the ground: x=15.555478913, y=1.51359216948, z=0
[INFO] [1729576646.416083]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576646.416356]: Calculated Dynamic ZMP: x=25.3267018586, y=10.1734635146
[INFO] [1729576646.416698]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576646.515582]: Calculated Dynamic CoM: x=10.2428930251, y=-2.32070709245, z=41.0012294467
[INFO] [1729576646.515915]: Projected CoM on the ground: x=10.2428930251, y=-2.32070709245, z=0
[INFO] [1729576646.516126]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576646.516316]: Calculated Dynamic ZMP: x=15.4520781275, y=-3.10264435125
[INFO] [1729576646.516584]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576646.615794]: Calculated Dynamic CoM: x=5.3612893128, y=-2.53002348783, z=41.8758210731
[INFO] [1729576646.616133]: Projected CoM on the ground: x=5.3612893128, y=-2.53002348783, z=0
[INFO] [1729576646.616352]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576646.616547]: Calculated Dynamic ZMP: x=5.94631029264, y=-6.27384155227
[INFO] [1729576646.616876]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576646.716120]: Calculated Dynamic CoM: x=7.90489593432, y=-3.19202416442, z=41.3780127577
[INFO] [1729576646.716690]: Projected CoM on the ground: x=7.90489593432, y=-3.19202416442, z=0
[INFO] [1729576646.716918]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576646.717113]: Calculated Dynamic ZMP: x=11.0916051625, y=-8.62070047001
[INFO] [1729576646.717404]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576646.815695]: Calculated Dynamic CoM: x=12.1711365951, y=-2.92493208346, z=40.2931997292
[INFO] [1729576646.816646]: Projected CoM on the ground: x=12.1711365951, y=-2.92493208346, z=0
[INFO] [1729576646.816902]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576646.817109]: Calculated Dynamic ZMP: x=18.6183054604, y=-5.27451261218
[INFO] [1729576646.817401]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576646.915733]: Calculated Dynamic CoM: x=-2.38487967631, y=-2.05617939171, z=42.0280385584
[INFO] [1729576646.916088]: Projected CoM on the ground: x=-2.38487967631, y=-2.05617939171, z=0
[INFO] [1729576646.916390]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576646.916603]: Calculated Dynamic ZMP: x=-11.1313179274, y=-3.5077381512
[INFO] [1729576646.917037]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576647.016084]: Calculated Dynamic CoM: x=12.9328839832, y=0.660423900656, z=40.0542809743
[INFO] [1729576647.016411]: Projected CoM on the ground: x=12.9328839832, y=0.660423900656, z=0
[INFO] [1729576647.016630]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576647.016837]: Calculated Dynamic ZMP: x=19.88731775, y=8.47788292903
[INFO] [1729576647.017093]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576647.115664]: Calculated Dynamic CoM: x=12.2365870688, y=-2.54496220386, z=40.1559293458
[INFO] [1729576647.116010]: Projected CoM on the ground: x=12.2365870688, y=-2.54496220386, z=0
[INFO] [1729576647.116380]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576647.116603]: Calculated Dynamic ZMP: x=20.9577388271, y=-4.20974475277
[INFO] [1729576647.116901]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576647.215940]: Calculated Dynamic CoM: x=3.64240775127, y=-2.00705098669, z=41.8156158201
[INFO] [1729576647.216255]: Projected CoM on the ground: x=3.64240775127, y=-2.00705098669, z=0
[INFO] [1729576647.216455]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576647.216629]: Calculated Dynamic ZMP: x=1.99732756908, y=-0.479441620433
[INFO] [1729576647.216895]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576647.316046]: Calculated Dynamic CoM: x=10.1432292552, y=-3.27511315014, z=40.6367425172
[INFO] [1729576647.316365]: Projected CoM on the ground: x=10.1432292552, y=-3.27511315014, z=0
[INFO] [1729576647.316561]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576647.316764]: Calculated Dynamic ZMP: x=14.899769511, y=-7.29591498548
[INFO] [1729576647.317029]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576647.416472]: Calculated Dynamic CoM: x=14.1768562439, y=-3.44485141656, z=39.4131869829
[INFO] [1729576647.416824]: Projected CoM on the ground: x=14.1768562439, y=-3.44485141656, z=0
[INFO] [1729576647.417085]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576647.417320]: Calculated Dynamic ZMP: x=21.4660288308, y=-6.30472253061
[INFO] [1729576647.417600]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576647.516482]: Calculated Dynamic CoM: x=0.159425271777, y=-2.15961109461, z=41.9985198864
[INFO] [1729576647.516983]: Projected CoM on the ground: x=0.159425271777, y=-2.15961109461, z=0
[INFO] [1729576647.517187]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576647.517359]: Calculated Dynamic ZMP: x=-4.14928560506, y=-6.76203963829
[INFO] [1729576647.519224]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576647.615343]: Calculated Dynamic CoM: x=9.43897141797, y=-0.997976120325, z=41.006606854
[INFO] [1729576647.615626]: Projected CoM on the ground: x=9.43897141797, y=-0.997976120325, z=0
[INFO] [1729576647.615865]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576647.616015]: Calculated Dynamic ZMP: x=13.1435391308, y=3.37543609066
[INFO] [1729576647.616225]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576647.716298]: Calculated Dynamic CoM: x=12.2757754827, y=-2.03748679108, z=40.2459401858
[INFO] [1729576647.716571]: Projected CoM on the ground: x=12.2757754827, y=-2.03748679108, z=0
[INFO] [1729576647.716998]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576647.717138]: Calculated Dynamic ZMP: x=20.0978197029, y=-1.72105550838
[INFO] [1729576647.717339]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576647.815594]: Calculated Dynamic CoM: x=5.0199545178, y=-1.91153440663, z=41.8225409546
[INFO] [1729576647.815958]: Projected CoM on the ground: x=5.0199545178, y=-1.91153440663, z=0
[INFO] [1729576647.816197]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576647.816407]: Calculated Dynamic ZMP: x=4.88611566128, y=0.173371820359
[INFO] [1729576647.816928]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576647.915539]: Calculated Dynamic CoM: x=12.1747912519, y=-2.92115103085, z=40.2813431463
[INFO] [1729576647.915892]: Projected CoM on the ground: x=12.1747912519, y=-2.92115103085, z=0
[INFO] [1729576647.916108]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576647.916313]: Calculated Dynamic ZMP: x=18.4804131495, y=-5.20621055514
[INFO] [1729576647.916610]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
