[INFO] [1729576646.438193]: Waiting for sensor data...
[INFO] [1729576646.538551]: Calculated Dynamic CoM: x=2.84493976692, y=-1.09968727577, z=25.8684705025
[INFO] [1729576646.538774]: Projected CoM on the ground: x=2.84493976692, y=-1.09968727577, z=0
[INFO] [1729576646.538935]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576646.539074]: Calculated Dynamic ZMP: x=5.65472346719, y=-1.93675806467
[INFO] [1729576646.539320]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576646.638617]: Calculated Dynamic CoM: x=-0.422147896459, y=-0.975142620036, z=26.0084509117
[INFO] [1729576646.638971]: Projected CoM on the ground: x=-0.422147896459, y=-0.975142620036, z=0
[INFO] [1729576646.639183]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576646.639390]: Calculated Dynamic ZMP: x=-0.717687862841, y=-2.94035045223
[INFO] [1729576646.639653]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576646.738509]: Calculated Dynamic CoM: x=4.12618913836, y=-1.61045047651, z=25.6164135767
[INFO] [1729576646.738792]: Projected CoM on the ground: x=4.12618913836, y=-1.61045047651, z=0
[INFO] [1729576646.739076]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576646.739289]: Calculated Dynamic ZMP: x=9.11858881312, y=-5.77973903323
[INFO] [1729576646.739589]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576646.838855]: Calculated Dynamic CoM: x=2.31109263315, y=-1.17671689208, z=25.8432634841
[INFO] [1729576646.839096]: Projected CoM on the ground: x=2.31109263315, y=-1.17671689208, z=0
[INFO] [1729576646.839258]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576646.839397]: Calculated Dynamic ZMP: x=4.10219474477, y=-2.56400872948
[INFO] [1729576646.839616]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576646.938537]: Calculated Dynamic CoM: x=-3.43297627455, y=-1.03836663783, z=25.6832442619
[INFO] [1729576646.938847]: Projected CoM on the ground: x=-3.43297627455, y=-1.03836663783, z=0
[INFO] [1729576646.939041]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576646.939214]: Calculated Dynamic ZMP: x=-7.71502813209, y=-0.690528489725
[INFO] [1729576646.939461]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576647.038491]: Calculated Dynamic CoM: x=4.97765632355, y=0.00534134748657, z=25.4351733214
[INFO] [1729576647.038771]: Projected CoM on the ground: x=4.97765632355, y=0.00534134748657, z=0
[INFO] [1729576647.038930]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576647.039068]: Calculated Dynamic ZMP: x=10.2755590313, y=5.50005960147
[INFO] [1729576647.039287]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576647.138567]: Calculated Dynamic CoM: x=4.23328028491, y=-1.02586356543, z=25.5388876871
