[INFO] [1729576386.359503]: Waiting for sensor data...
[INFO] [1729576386.459844]: Calculated Dynamic CoM: x=2.25006378463, y=-0.990279637999, z=25.8483892835
[INFO] [1729576386.460150]: Projected CoM on the ground: x=2.25006378463, y=-0.990279637999, z=0
[INFO] [1729576386.460321]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576386.460536]: Calculated Dynamic ZMP: x=4.58942292373, y=-0.865495039342
[INFO] [1729576386.460764]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576386.559908]: Calculated Dynamic CoM: x=2.09937776121, y=-1.0074497122, z=25.8606427975
[INFO] [1729576386.560147]: Projected CoM on the ground: x=2.09937776121, y=-1.0074497122, z=0
[INFO] [1729576386.560264]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576386.560376]: Calculated Dynamic ZMP: x=4.29120657808, y=-1.07648854315
[INFO] [1729576386.560543]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576386.660295]: Calculated Dynamic CoM: x=2.05462216204, y=-1.16514381528, z=25.8695541026
[INFO] [1729576386.660566]: Projected CoM on the ground: x=2.05462216204, y=-1.16514381528, z=0
[INFO] [1729576386.660927]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576386.661100]: Calculated Dynamic ZMP: x=4.45655933744, y=-3.33715416259
[INFO] [1729576386.661336]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576386.759737]: Calculated Dynamic CoM: x=-0.21176455844, y=-1.00982795427, z=25.9611732791
[INFO] [1729576386.760007]: Projected CoM on the ground: x=-0.21176455844, y=-1.00982795427, z=0
[INFO] [1729576386.760202]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576386.760381]: Calculated Dynamic ZMP: x=-0.331667104111, y=-0.33941516403
[INFO] [1729576386.760619]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576386.860001]: Calculated Dynamic CoM: x=-0.846539113705, y=-1.27212754226, z=25.9468398996
[INFO] [1729576386.860271]: Projected CoM on the ground: x=-0.846539113705, y=-1.27212754226, z=0
[INFO] [1729576386.860452]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576386.860601]: Calculated Dynamic ZMP: x=-1.78792536119, y=4.79501462535
[INFO] [1729576386.860847]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576386.959796]: Calculated Dynamic CoM: x=3.61229955498, y=-0.196266928683, z=25.7418304221
[INFO] [1729576386.960162]: Projected CoM on the ground: x=3.61229955498, y=-0.196266928683, z=0
[INFO] [1729576386.960445]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576386.960667]: Calculated Dynamic ZMP: x=7.26453788375, y=5.72666173757
[INFO] [1729576386.960943]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576387.059816]: Calculated Dynamic CoM: x=0.128538404667, y=-0.994445794813, z=25.9799841234
[INFO] [1729576387.060092]: Projected CoM on the ground: x=0.128538404667, y=-0.994445794813, z=0
[INFO] [1729576387.060252]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576387.060394]: Calculated Dynamic ZMP: x=0.242636858646, y=1.03394454565
[INFO] [1729576387.060616]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576387.159790]: Calculated Dynamic CoM: x=-2.3013963669, y=-0.761001100688, z=25.8951799443
[INFO] [1729576387.160050]: Projected CoM on the ground: x=-2.3013963669, y=-0.761001100688, z=0
[INFO] [1729576387.160206]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576387.160423]: Calculated Dynamic ZMP: x=-4.58353770753, y=-3.72855003796
[INFO] [1729576387.160650]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576387.259718]: Calculated Dynamic CoM: x=-0.636113268407, y=-0.933527838241, z=25.9856861607
[INFO] [1729576387.260006]: Projected CoM on the ground: x=-0.636113268407, y=-0.933527838241, z=0
[INFO] [1729576387.260215]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576387.260374]: Calculated Dynamic ZMP: x=-1.12766610298, y=-4.37354908254
[INFO] [1729576387.260668]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576387.359804]: Calculated Dynamic CoM: x=-2.59559787111, y=-0.946168141047, z=25.8499521979
[INFO] [1729576387.360061]: Projected CoM on the ground: x=-2.59559787111, y=-0.946168141047, z=0
[INFO] [1729576387.360217]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576387.360381]: Calculated Dynamic ZMP: x=-4.84420626796, y=-1.44918468223
[INFO] [1729576387.360599]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576387.459829]: Calculated Dynamic CoM: x=-2.43633016815, y=-1.19019891209, z=25.8301246754
[INFO] [1729576387.460155]: Projected CoM on the ground: x=-2.43633016815, y=-1.19019891209, z=0
[INFO] [1729576387.460373]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576387.460582]: Calculated Dynamic ZMP: x=-4.8096822924, y=0.72151538483
[INFO] [1729576387.461426]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576387.559715]: Calculated Dynamic CoM: x=4.69704550983, y=-0.151050519975, z=25.5188681162
[INFO] [1729576387.560004]: Projected CoM on the ground: x=4.69704550983, y=-0.151050519975, z=0
[INFO] [1729576387.560217]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576387.560401]: Calculated Dynamic ZMP: x=10.1632824486, y=5.26689129671
[INFO] [1729576387.560663]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576387.660051]: Calculated Dynamic CoM: x=2.82263528658, y=-0.860668438697, z=25.7694076874
[INFO] [1729576387.660344]: Projected CoM on the ground: x=2.82263528658, y=-0.860668438697, z=0
[INFO] [1729576387.660558]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576387.660871]: Calculated Dynamic ZMP: x=4.62956636297, y=0.188794342262
[INFO] [1729576387.661117]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576387.759728]: Calculated Dynamic CoM: x=-0.477343950645, y=-0.928499166184, z=25.936077722
[INFO] [1729576387.760002]: Projected CoM on the ground: x=-0.477343950645, y=-0.928499166184, z=0
[INFO] [1729576387.760187]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576387.760382]: Calculated Dynamic ZMP: x=-0.698925008251, y=-6.12794191652
[INFO] [1729576387.760623]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576387.860136]: Calculated Dynamic CoM: x=3.88538448639, y=-1.66443295819, z=25.6275780541
[INFO] [1729576387.860617]: Projected CoM on the ground: x=3.88538448639, y=-1.66443295819, z=0
[INFO] [1729576387.860809]: Calculated Moments: Mx=0.75463425, My=1.5092685
[INFO] [1729576387.860957]: Calculated Dynamic ZMP: x=8.63927807744, y=-5.23573049417
[INFO] [1729576387.861159]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576387.959678]: Calculated Dynamic CoM: x=3.32287693941, y=-1.09806526948, z=25.7724336496
