[INFO] [1729576590.389871]: Waiting for sensor data...
[INFO] [1729576590.491089]: Calculated Dynamic CoM: x=2.97159314456, y=-2.18849578504, z=41.9456304875
[INFO] [1729576590.491459]: Projected CoM on the ground: x=2.97159314456, y=-2.18849578504, z=0
[INFO] [1729576590.491777]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576590.491995]: Calculated Dynamic ZMP: x=1.2120303512, y=-2.95121117657
[INFO] [1729576590.492327]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576590.591653]: Calculated Dynamic CoM: x=10.3081444094, y=-3.51260679729, z=40.7212664825
[INFO] [1729576590.591896]: Projected CoM on the ground: x=10.3081444094, y=-3.51260679729, z=0
[INFO] [1729576590.592238]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576590.592378]: Calculated Dynamic ZMP: x=16.4318222707, y=-9.38922426698
[INFO] [1729576590.592585]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576590.691579]: Calculated Dynamic CoM: x=-0.751468550574, y=-2.10575012518, z=42.1376904138
[INFO] [1729576590.691899]: Projected CoM on the ground: x=-0.751468550574, y=-2.10575012518, z=0
[INFO] [1729576590.692089]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576590.692263]: Calculated Dynamic ZMP: x=-5.5860149451, y=-3.06455351881
[INFO] [1729576590.692529]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576590.792513]: Calculated Dynamic CoM: x=5.46495639423, y=-2.39206410332, z=41.8181526849
[INFO] [1729576590.792756]: Projected CoM on the ground: x=5.46495639423, y=-2.39206410332, z=0
[INFO] [1729576590.792919]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576590.793060]: Calculated Dynamic ZMP: x=5.90778403446, y=-4.09445187166
[INFO] [1729576590.793284]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576590.891043]: Calculated Dynamic CoM: x=11.102420065, y=-2.76591310561, z=40.6775565688
[INFO] [1729576590.891326]: Projected CoM on the ground: x=11.102420065, y=-2.76591310561, z=0
[INFO] [1729576590.891488]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576590.891640]: Calculated Dynamic ZMP: x=18.1758133392, y=-5.45168342285
[INFO] [1729576590.891852]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576590.991364]: Calculated Dynamic CoM: x=6.61937699682, y=-2.27936319571, z=41.6638108166
[INFO] [1729576590.991700]: Projected CoM on the ground: x=6.61937699682, y=-2.27936319571, z=0
[INFO] [1729576590.991902]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576590.992078]: Calculated Dynamic ZMP: x=8.22767423791, y=-3.23849879411
[INFO] [1729576590.992326]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576591.090891]: Calculated Dynamic CoM: x=10.1808605552, y=-2.77731046002, z=40.8651951016
[INFO] [1729576591.091167]: Projected CoM on the ground: x=10.1808605552, y=-2.77731046002, z=0
[INFO] [1729576591.091326]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576591.091467]: Calculated Dynamic ZMP: x=15.3169261847, y=-5.31689607351
[INFO] [1729576591.091671]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576591.190979]: Calculated Dynamic CoM: x=13.494933855, y=-3.34464780217, z=39.8003041466
[INFO] [1729576591.191289]: Projected CoM on the ground: x=13.494933855, y=-3.34464780217, z=0
[INFO] [1729576591.191473]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576591.193712]: Calculated Dynamic ZMP: x=22.7937144545, y=-7.20183461999
[INFO] [1729576591.194045]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576591.291264]: Calculated Dynamic CoM: x=5.37058691023, y=-2.75729582451, z=41.6776620903
[INFO] [1729576591.291596]: Projected CoM on the ground: x=5.37058691023, y=-2.75729582451, z=0
[INFO] [1729576591.291808]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576591.291988]: Calculated Dynamic ZMP: x=5.93785774965, y=-7.24963961931
[INFO] [1729576591.292239]: Support Phase: Double Support, Area: 229.33, Perimeter: 42.7076809621
[INFO] [1729576591.392552]: Calculated Dynamic CoM: x=6.63924328438, y=-1.46199411684, z=41.5200582547
[INFO] [1729576591.392998]: Projected CoM on the ground: x=6.63924328438, y=-1.46199411684, z=0
[INFO] [1729576591.393303]: Calculated Moments: Mx=0.04144725, My=0.0828945
[INFO] [1729576591.393530]: Calculated Dynamic ZMP: x=8.65625525381, y=2.50375345235
[INFO] [1729576591.393831]: Support Phase: Single Support, Area: 112.155, Perimeter: 33.6502654007
[INFO] [1729576591.491168]: Calculated Dynamic CoM: x=13.3796536431, y=-1.57325251999, z=39.8381068079
